source_text,sentenceID,sentence,asih,nyakitang,kaadilan,kacurangan,setya,ngianat,wewenang,ngalawan tatanan,kasucian,kakotoran,kabebasan,panindasan
I Donglen teken Luh Arum,102, Yan amon ape suba makelone I Donglen di tengah alase asing tepukina burone yadin lalipine apitui kedise gede-gede tondene ngamah ibanne sing ada buron bani paek kayang macan malaib nepukin I Donglen anak mala,0,1,0,0,0,0,0,0,0,0,0,0
I Kidang,20, Makecos ia nyagrep kucit ane paling mokoha tur besbesa basangne cereta getihne laut amaha,0,0,0,0,0,0,0,0,0,0,0,1
I Kékér Tekén I Lutung,64, Aduh Keker Keker,0,0,0,0,0,0,0,0,0,0,0,0
I Kecut,14, Giatang te masesangi keto kone timpalne,0,0,0,0,0,0,0,0,0,0,0,0
I Alu tekén I Kedis Puuh,55, Nah apang macelep ia I Kedis Puuh lakar jeritin jani,0,0,0,0,0,0,0,0,0,0,0,0
I Kedis Gelatik,6,"Sasampune punika, Nah antosan dini pituduh Bapa Gelatik lakar uber bape ia de getap nah cening lakar cak cak bape ye",1,0,0,0,0,0,0,0,0,0,0,1
Pangangon Sampi,26, Tindakane lincah tur matangar,0,0,0,0,0,0,0,0,0,0,0,0
I Lelipi Gadang tekén I Katak,27, Icang ketuduh pang dadi parekan sarwa katake dini di telaga ening ene,0,0,0,0,1,0,0,0,0,0,0,0
Ayam Ijo Sambu,6, Yan sampun katandes tan pisan ida sayang ring raja brana kantos telas artabranan idane anggen ida matoh ngulurin daging pakayunan brahmantia,0,1,0,0,0,0,0,0,0,1,0,0
I Sampi masuwitra ajak Goak,65, Goban caine saja jele nanging bikas caine melah,1,0,0,0,0,0,0,0,0,0,0,0
Semut perang tanding,27, I Semut Api masih tusing nyak ngalah,0,0,0,0,0,0,0,0,0,0,0,0
I Belog Kadéna Jaruh,105, Dong ento ya sauina di tukade Jani ngelah kurenane daya ngenggalang nyemak tunun nglaut ia menek tur nunun di ampike,0,0,0,0,0,0,0,0,0,0,0,0
Kambing Takutin Macan,17,"Ring semeng punika, Di tanduk kaine Ida Sang Hyang Siwa ane malinggih",0,0,0,0,0,0,0,0,1,0,0,0
Déwi Kunti Kawéhin Mantra Sakti,1,kacerita Raja Sura madue putra kakalih sane lanang mapesengan Wasudewa miwah sane istri mapesengan Dewi Pritha,0,0,0,0,0,0,0,0,0,0,0,0
Pan Angklung Gadang,38, I Sendi,0,0,0,0,0,0,0,0,0,0,0,0
Nang Cubling,18,"Ring wengi punika, Makejang bojoge ngaden Nang Cubling saja mati ring waktu punika.",0,0,0,0,0,0,0,1,0,0,0,0
I Tuma tekén I Titih,19, I Titih lega pesan kenehne dadi sisian I Tuma,0,0,0,0,0,0,0,0,0,0,1,0
Lutung tekén Baduda,9, Lutung Dija ya ado unduk kayu anggona roti tawah san cai Beduda Beduda Kayu anggona saang saange tunjela anggona manggang roti sing beneh wake to Lutung sing mejalan otak caine jani nak bo jaman elpiji nawang boo suud nganggo saang Beduda Nah amun keto sing bo cocok cai dini di alase telah dakin gumine banggaang cai Mani telah alase ditu maro cai nawang roti saus alpiji,0,1,0,0,0,0,0,0,0,0,0,0
I Lelasan tekén I Sampi,2, Yening lakar ngadilin watek burone ane malaksana pelih I Sangmong kawantu ban I Lutung,0,0,0,0,0,0,0,0,0,0,0,0
Jero Dalang,19,Raris ipun nengokin ayunane trang antuk ipun yen rare punika waluya kadi pianak ipun sane suba padem nanging ipun tan wenten purun nakonin manah ipun wireh rare sampun padem nika pan uning maurip malih ring desa ento.,0,0,0,0,0,0,0,0,0,1,0,0
I Lelipi Gadang tekén I Katak,41, Icang kapituduh ngaba soroh katake kemu,0,0,0,0,0,0,1,0,0,0,0,0
Angsa tekén Kerkuak,17,Majalan lantas I Angsa ngajak I Kerkuak mulih nanging disubane I Angsa neked jumah I Kerkuak malipetan kema ka Tukad Dangin Desa ring desa ento.,0,0,0,1,0,1,0,1,0,1,0,0
Maya Danawa,17, Keto pawuwus Ida Batara Indra,0,0,0,0,0,0,1,0,0,0,0,0
Bhagawan Domia,60, Sang Weda kaliwat pageh tusing pesan taen lempas ring pituduh Dang gurujati,0,0,0,0,1,0,1,0,0,0,0,0
I Durma,2, Ia ngelah pianak adiri adanina I Durma,1,0,0,0,0,0,0,0,0,0,0,0
Sampi Wadak,122, Teked kija lwasne me Lutung dadi tengai tepet mara teka,0,0,0,0,0,0,0,0,0,0,0,0
I Mencéng Ajak I Polos,41,Mara inema tirtane teken I Menceng langsung seger ring genah punika.,0,0,0,0,0,0,0,0,1,0,0,0
I Cicing Gudig,49,"Ring wengi punika, kacerita nyanan petengne kone ka Pura Dalem lantas I Cicing Gudig mabakti mapinunas apang buin dadi Cicing Gudig buka jati mula",0,0,0,0,0,0,0,0,1,0,0,0
Pan Jempenit tekén Mén Jempenit,28, Yan keto apa ane tunasin iba teken nira Matur Pan Jempenit Ali-aline sane ring muncuk ikuh i dewane tunas titiang,0,0,0,0,0,0,1,0,0,0,0,0
I Celempung,28, Sakewanten nenten ja sami prasida tiang naur,0,1,0,0,0,0,0,0,0,0,0,0
I Baluan,2, Kacerita sedek I Baluan tangkil ring Ida Sang Prabu Singa ratun burone makejang,0,0,0,0,0,0,0,0,0,0,0,0
Ni Daha Tua,27, Duaning sampun kadagingan kadi idepnyane garjita pisan idepnyane Ni Daha Tua,0,0,0,0,0,0,0,0,0,0,1,0
Macan tekén méng,3, Nanging ia belog,0,1,0,0,0,0,0,0,0,0,0,0
Sang Aji Dharma,22,Ditu lantas metu rebat Sang Prabu sareng rabinne kantos mapikayun jagi seda ulahpati sakadi punika kahanane.,0,1,0,0,0,0,0,1,0,1,0,0
I Tuma tekén I Titih,11, Masaut I Tuma Ih Titih lamun suba pituwi saja buka omong caine bapa nyak ngajak cai dini,1,0,0,0,0,0,0,0,0,0,0,0
I Empas tekén I Asu,8, Asapunika kauripan sadina-dina ulung-tinulung beriak-beriuk salung-lung sabayantaka,1,0,0,0,0,0,0,0,0,0,0,0
Bengu Mati,44,Sambilanga ngomong keto lantas bregedega memene ban I Belog paida entunganga ka semere saking pidabdabane.,0,0,0,0,0,0,0,1,0,0,0,1
Sang Bima Dadi Caru,38,Cening Sang Bima jani patut iraga ngwales pasuecan Sang Brahmana duaning Ida katiben panyengkala rahat ring waktu punika.,1,0,1,0,0,0,0,0,0,0,0,0
I Kidang,58, Keto pesautne I Kidang lantas sarwa burone pada mulih,0,0,0,0,0,0,0,0,0,0,0,0
I Belog Magandong,31, Nah lautang Bapa menek disubane ada eduk ulung icang ja nuduk tur munduhang,0,0,0,0,0,0,1,0,0,0,0,0
Beras Kuning,78, Ratu sang prabu Puniki mawasta injin,0,0,0,0,0,0,0,0,0,0,0,0
I Celempung,45, I Celempung nyangkol cicingne tur jit cicingne isepa baan bibihne,0,0,0,0,0,0,0,0,0,1,0,0
Ni Daha Tua,69, Ri wus mapinunas kadi ring ajeng tan asue Ida Anake Agung nedunang kaulanidane sami saha sikep pacang magegebug ring para ratune ring madia pada,0,0,0,0,0,0,0,0,0,0,0,0
I Jaran Nayanin Macan,2, Kaliwat liang paidepane ngajak pianakne ngulurin kita sawireh padange ditu sedeng tumbuh samah tur alab pesan,0,0,0,0,0,0,0,0,0,0,1,0
I Kepuh Mati Baan Drowaka,11, Saja keto buka munyin caine,0,0,0,0,0,0,0,0,0,0,0,0
I Cicing Gudig,40, Ya sedeng ewana jerone ngibukang Raden Mantri deleng-deleng kone lantas I Cicing Gudig ngapuriang,0,0,0,0,0,0,0,0,0,0,0,0
Beras Kuning,9, Makejang pada sregep ngaba prabot makadi piranti anake magae di carik,0,0,0,0,0,0,0,0,0,0,0,0
I Mencéng Ajak I Polos,26,Da suba ajaka bli ka dokter keto munyine I Menceng ring waktu punika.,0,0,0,0,0,0,0,1,0,0,0,0
I Gedé Basur,20, Jani katakonang ban I Nyoman Karang Ih Beli Gede uli dija busan tumben Beli mangguran mai Kasautin ban I Gede Basur Kene Nyoman beli teka uli jumah mula mabuaka mulih mai,0,0,0,0,0,0,0,0,0,0,0,0
Sang Rama Ngemit Tapasui,16, Wau kacingak Ida Sang Rama rauh gelis Bagawan Sarabangga ngandika Uduh Dewa Sang Rama putran Sang Prabu Dasarata I dewa,0,0,0,0,0,0,0,0,0,0,0,0
Ekalawya,7, Irika Sang Arjuna makta asu borosan akeh pisan,0,0,0,0,0,0,0,0,0,0,0,0
Ni Diah Tantri,25, Benjangane semeng dane Ni Diah Tantri raris katur ka puri ring sang prabu Aiswaryadala,0,0,0,0,0,0,0,0,0,0,0,0
I Gedé Basur,2, Memenne suba ninggalin mulih ka tanahe wayah,0,1,0,0,0,0,0,0,0,0,0,0
Pangangon Sampi,36, Kacerita sabilang wai keto dogen gagaene Pan Mangut,0,0,0,0,0,0,0,0,0,0,0,0
I Durma,14, Ditu di pasraman Jero Dukuh cening mlajah sambilang ngayah,0,0,0,0,0,0,1,0,0,0,0,0
I Donglen teken Luh Arum,62, Lagas Ia maang nasi mamunyi kene,0,0,0,0,0,0,0,0,0,0,0,0
I Buta tekén I Rumpuh,8, Bell tusing ningalin apan-apan nanging kereng majalan,0,0,0,0,0,0,0,0,0,0,0,0
Sampi Wadak,105, Ada maturan croring ada maturan nyambu mwah len-lenan,0,0,0,0,0,0,0,0,0,0,0,0
Sang Nandaka muah Prabu Singa Kapisuna,8, Dening keto keweh sawatek asune krana tusing bisa neda padang ambengan muah don-donan,0,0,0,0,0,0,0,0,0,0,0,0
Yuyu Misi Enjekan Kebo Ditunduné,1,Katuturan dugase malu kone I Lutung ngajak I Kekua masawitra melah pesan sakewala I Lutung pepesan pesan suba kena kauluk - uluk baan I Kekua ring genah punika.,0,1,0,1,0,1,0,1,0,1,0,1
Sang Bima Dadi Caru,11, Raris sapasira jagi ngemban adin titiange kari alit Duaning asapunika becikan sampun titiang serahang ring I Detya Baka Semaliha swadharmaning titiang dados putra sane ngelarang putra sesana wenang subakti ring guru rupaka,1,1,0,0,1,0,1,0,0,0,0,0
Pangangon Sampi,4, Geginan Pan Mangut tuah ngitungang gaen di carike minakadi matekap mamula ngiskis ngembakang yeh ngulah kedis nganteg mamanyi,0,0,0,0,0,0,0,0,0,0,0,0
Sang Aji Saka,19, Gelis satua carita dumun Sang Nata Ratu sane nyeneng ring medang kamulan nenten sios prabhu sane wicaksana sangkaning ajengan sane kaaturang duk dumun punika wantah ajengan sane macampuh sareng mustin olah ajenganne ngawinang Ida meled majeng ulam manusa saha ngelantur Ida kayun ulam manusa,0,0,0,0,0,0,0,1,0,1,0,0
Bengu Mati,17, Buin nyanane macelep I Belog nengokin kurenane dapetanga nasinne maura tur benne suba telah,0,0,0,0,0,0,0,0,0,0,0,0
Bé Jeleg Tresna Telaga,35, Sawireh dini palekadan icang palekadan beli,1,0,0,0,1,0,0,0,0,0,0,0
I Kidang,55,"Satondenne, Jani mapan yeh tukade buin nyat bin kebek bin pidan sujatine yeh tukade kebek tur ening ditu icang jagi ngekadaya bakal ngepet patinne I Macan Poleng",0,0,0,1,0,0,0,0,0,0,0,0
I Baluan,26, Masaut I Temisi Man nguda Blatuk Masaut I Blatuk Mani semengan sajawining gelem cai kapangandikaang tangkil ka purian olih Ida Sang Prabu tusing dadi sangkenang Lamun keto icang ngiring sakadi pangandikan Idane,0,0,0,0,1,0,1,0,0,0,0,0
I Lutung Maborbor,50, I Lutung lantas ngedetin I Kekua,1,0,0,0,0,0,0,0,0,0,0,0
Dadong Jepun,82, Ida dane ajak makejang,0,0,0,0,0,0,0,0,0,0,0,0
Radén Jajarpikatan,16, Widiadari punika kagiat tur nolih raris mataken Éh jerone ngambil kulambin tiange dini Ngawang jerone tiang mara neked dini,0,0,0,1,0,0,1,0,0,0,0,0
Timun Mas,11, Ne nyen ya ngelah munyinne Nguda gede tur garo Bah tidong i meme,0,0,0,0,0,0,0,0,0,0,0,0
I Lasan,18, kacerita di gumine suba ade jeleme,0,0,0,0,0,0,0,0,0,0,0,0
I Siput lawan I Kancil,3, Demen melog-melogin timpal wireh ento ia tusing ngelah timpal sedina-dina ia tuah pedidingitarin alase ngalih amah-amahan ngalih yeh di tlagane tuah gae sane lenan,0,0,0,1,0,0,0,0,0,0,0,0
Ayam Sangkur,14, Sane itunin wenten ping dasa celepin ipun irika tan wenten kapanggih,0,0,0,0,0,0,0,0,0,0,0,0
Bé Bano,60, Mara ilid tundunne I Blenjo ngencolang bangun tur ka paon nyemak nasi misi kuah be banon,0,0,0,0,0,0,0,0,0,0,0,0
Anak Ririh,6,Buin awai magae pedas ia bakal nampi upah liu,0,0,0,0,0,0,1,0,0,0,0,0
Pan Poleng,82, Teked jumah bange Men Poleng bungkunge ento jemake lantas bungkunge ento tekening Men Poleng,0,0,0,0,0,0,0,0,0,0,0,0
Bintang Lara,114, Suba neked di purian kandikain I Bintang Lara Nah Cai Bintang Lara kema jani ngalih tabuan ane misi inana aba mai,0,0,0,0,0,0,0,0,0,0,0,1
Anak Ririh,8, Petengne saget ujan bales pesan madulurang angin,0,0,0,0,0,0,0,0,0,0,0,0
Galuh Pitu,8, Sawireh biang galuh madue baas abedik,0,0,0,0,0,0,0,0,0,0,0,0
I Lelasan tekén I Sampi,45, Kema orahin ia I Lelasan majalan iba apang gati Keto I Sangmong nimbal,0,0,0,0,0,0,1,0,0,0,0,0
Sampi Wadak,1,kacerita Ida Sang Prabhu di Daha madue oka asiki Istri,0,0,0,0,0,0,0,0,0,0,0,0
I Alu tekén I Kedis Puuh,52, Kacerita jani saja jerit-jerit I Kedis Puuh makaukan Ih gook sebun Cai ne icang teka jani,0,0,0,0,0,0,0,0,0,0,0,0
I Lelasan tekén I Sampi,38, suba kone matemu ngraos I Sampi Ratu Sang Prabu titiang sayuwakti sane iwang agia dados hyunan IDewa,0,0,0,0,0,0,0,0,0,0,0,0
Bengu Mati,40, Memenne masaut Tusing ja mati,0,0,0,0,0,0,0,0,0,0,0,0
Sampik Ingtai,32,"Lantas, Atman sang kalih rauh ring suargan malinggih ring meru tumpang selikur kaayahin olih watek widyadarine rena manahnyane ring suargan",0,0,0,0,0,0,0,0,1,0,0,0
I Baluan,47, Kunang-Kunang kemu suba jani mulih Kewala ingetang orahin I Beduda tunden mai jani nangkil Lantas I Kunang-Kunang mapamit pajalane gangsar pesan,0,0,0,0,0,0,1,0,0,0,0,0
I Sampi masuwitra ajak Goak,26, Tajeg surya ri kala beburone iteh ngamah I Sampi glalang gliling nanggehang sakit,0,1,0,0,0,0,0,0,0,0,0,0
Ni Diah Tantri,12, Nanging pakayunan ida kadi kemad pacang ngarsayang ring Ki Patih Bandeswarya,0,0,0,0,0,0,0,0,0,0,0,0
I Kékér Tekén I Lutung,3, Wih Keker ne masan langite terak nguding Iba jeg mokoh lemuh Wake kene men berag tegres lepas kena wake amah-amahan,0,1,0,0,0,0,0,0,0,0,0,0
Maya Danawa,1,Dugas ipidan di Pulina Bali ada kone raja raksasa ane kaliwat sakti maparab Maya Danawa,0,0,0,0,0,0,0,0,0,0,1,0
Lutung tekén Kakua,18, Enggal kone nganteg disisin tukade lantas bareng majalan tur saget ngenah ada pondok,1,0,0,0,0,0,0,0,0,0,0,0
I Lelasan tekén I Sampi,5, Keto I Lutung matakon,0,0,0,0,0,0,0,0,0,0,0,0
I Celempung,29, Sane mangkin tiang naur wantah satak rupiah,0,0,0,0,0,0,0,1,0,0,0,0
Bhagawan Domia,31,Mapikolih abedik nenten pesan ada ane katur ring dang guru ring desa ene.,0,1,0,0,0,0,0,1,0,0,0,0
I Kerug,67, Keto suba dadi jelcma bcs ngulurin indria tusing makeneh buin mani puan payu lacure tepukin,0,1,0,0,0,0,0,0,0,0,0,0
I Lengar,44, Gegison ia malaksana negen bangken I Lengare tumuli tanema di semane,0,0,0,0,0,0,1,0,0,0,0,0
Rsi Srengga,24,Kacerita ne jani Ida Rsi Srengga suba malinggih tur mapuja ngaturang japa mantra majeng ring Ida Bhatara Brahma saking pidabdabane.,0,0,0,0,0,0,0,0,1,0,0,0
I Belog Kadéna Jaruh,103, ia saja duges batise nyauh di tengah tukade bakat nyambat celuk teli anyud,0,0,0,0,0,0,0,0,0,0,0,0
Lutung tekén Kancil,10, Jani apa dogen kaanggon amah,0,0,0,0,0,0,1,0,0,0,0,0
Pamuteran Gunung Mandara,6, Irika wenten gunung ageng mawasta Mandara Giri,0,0,0,0,0,0,0,0,0,0,0,0
Mén Sugih tekén Mén Tiwas,6,Ditu Men Sugih ngomong Ih cai Tiwas alihin ja icang kutu yen suba telah kutun icange nyanan upahina baas sakadi punika kahanane.,0,0,1,0,0,0,0,0,0,0,0,0
I Kidang,42, enggal ia bangun laut mabalik ngambis awak bojoge tur kaentungang,0,1,0,0,0,0,0,0,0,0,0,1
I Empas tekén I Angsa,49, Mara dingeha ibana orahanga tain sampi beh sing kodag-kodag gedeg basangne i empas muani,0,1,0,0,0,0,0,0,0,0,0,1
Macan tekén méng,28, Ento awananne I Macan gedeg lantas ia ngomong Nah cai Meng yen cai sajan tusing nyak ngajahin Icang tangarin iban caine kerana Icang tusing suud-suud lakar mencanen cai,0,0,0,0,0,0,0,0,0,0,0,1
I Congeh Kacunduk Ratun Segara,16, Sanghyang Surya sayan ngendukang meciri sanjane ngawitin,0,0,0,0,0,0,0,0,0,0,0,0
I Lutung Maborbor,24, Lamun I Dewek padayaina I Lutung musti kena daya masih,0,0,1,0,0,0,0,0,0,0,0,0
Déwi Kunti Kawéhin Mantra Sakti,9,Manggihin Dewi Kunti bakti pisan ngturang ayah drika raris Sang Brahmana mapaica mantra sakti sane prasida nuur betara sane kapuja miwah ngwehin panugrahan utama saking pidabdabane.,0,0,1,0,0,0,0,0,0,0,0,0
I Lacur,25, Mula sangkaning panumaya I Lacur enggal dadi midep nunas ajah teken I Kaki Dukuh,0,0,0,0,0,0,1,0,0,0,0,0
Pan Jempenit tekén Mén Jempenit,1,Ada katuturan satua anak makurenan madan Pan Jempenit teken Men Jempenit,0,0,0,0,0,0,0,0,0,0,0,0
Sang Lanjana,36, Laut ia makaukan Sang Lanjana Sang Lanjana Uuuh keto pasautne Sang Lanjana,0,0,0,0,0,0,0,0,0,0,0,0
I Bojog tekén I Kedis Sangsiah,1,Kacerita ada kone kedis sangsiah luh muani itep ia ngajang sebun sawireh suba lakar ngereang mataluh,0,0,0,0,1,0,0,0,0,0,0,0
Pan Tuung Kuning tekén Mén Tuung Kuning,39, Layon rabin kalih okane lantas kaajak mantuk tur lantas kaplebonan,0,1,0,0,0,0,0,0,0,0,0,0
I Kecut,41, Asapunika raris otina I Dadong tur I Kecut majalan matalang,0,0,0,0,0,0,0,0,0,0,0,0
I Baluan,58, Inggih punika pikayunin wenten kasalitan titiange Keto atur I Bedudane tur kapatutang pisan antuk Ida Sang Prabu raris ida ngandika Nah Cai Beduda kema suba Cai mulih Sawireh keto pangandika Anake Agung lantas I Beduda mapamit enggal-enggal tur majalan ngamulihang,1,0,1,0,0,0,0,0,0,0,0,0
I Lelipi Gadang tekén I Katak,11,"Lantas, Ngelah lantas pepineh loba I Lelipi Gadang bakal ngamah ratun katake",0,0,0,1,0,0,0,0,0,0,0,0
Bengu Mati,28, Wih Belog nguda Cai ngejang anak mati jumahan meten Bangke to angken Cai kurenan,0,1,0,0,0,0,0,1,0,0,0,0
Arjuna Nangun Tapa,8, Sang Arjuna pacang nunas kesaktian mangda molih ring payudan,0,0,0,0,0,0,0,0,0,0,0,0
I Celempung,26, I Celempung lantas matur tekening Jro Kelian Banjar Nawegang titiang jro kelian titiang nunas ampura santukan tiang kadat rauh,1,0,0,0,0,0,1,0,0,0,0,0
Kambing Takutin Macan,16, Iba mirib tusing nawang uli awak kaine bisa pesu api,0,0,0,0,0,0,0,0,0,0,0,0
Mén Sugih tekén Mén Tiwas,23, Saget teka Sang Kidang laut ngomong Men Tiwas apa lakar alih ditu masaut Men Tiwas Tiang ngalih saang teken paku,0,0,0,0,0,0,0,0,0,0,0,0
Sang Aji Saka,24, Ajengan jangan-janganan inum-inuman sampun Ida madue nagging ulam jatma nenten prasida antuk ida duaning Ida bekung tan madue oka,0,0,0,0,0,0,0,0,0,1,0,0
Ayam Sangkur,25, Serauhe ring batan kepuhe punika genahang ipun ketipate rauhing ulame raris ipun ngendihang geni pacang anggen nunjel menyan,0,0,0,0,0,0,0,0,0,0,0,0
I Belog Magandong,39,Uli duur punyan jakanne Pan Sari ngrengkeng Pantes madak ja pang bangka polon Ibanne upah demen melog-melog anak tua ring waktu punika.,0,0,0,0,0,1,0,0,0,0,0,1
I Belog Kadéna Jaruh,85, Kurenan I Beloge tusing nyidang mulih,0,0,0,0,0,0,0,0,0,0,0,0
I Empas tekén I Angsa,50, Awas Cang lakar ngemplongin ndas caine kanti encak keto papineh I Empas Muani,0,0,0,0,0,0,0,0,0,0,0,1
I Belog Dadi Mantu,10,"Lantas, Buin lantas I Belog masuara Wih Kita Damuh sing dadi ngaba damar yening lakar nyembah Ida Betara Sawireh Manira maraga piningit tan arsa galang-galang paling melah enggjalang ngae sodan rayunan",0,0,0,1,0,0,0,1,0,0,0,0
I Cicing Tan Patanduk,8,Tusing lantas baanga tandukne enti teken I Kambing ring genah punika.,0,0,0,1,0,1,0,0,0,0,0,0
I Jaran Nayanin Macan,17, Nah jani sawireh Cai lega lakar nulungin panak wakene lautang tugtugang tresnan Caine ngubadin sakit panak wakene kengken ja patutne pidabdab ane lakar jalanang Cai,1,0,0,0,0,0,0,0,0,0,0,0
Sampik Ingtai,32, Atman sang kalih rauh ring suargan malinggih ring meru tumpang selikur kaayahin olih watek widyadarine rena manahnyane ring suargan,0,0,0,0,0,0,0,0,1,0,0,0
Pan Poleng,49,Sube keto gedeg lanttas Pan Poleng tekening Men Poleng ring desa ento.,0,0,1,0,0,0,1,0,0,0,0,0
I Ubuh,79, Ane sengkala nglantas mati amah singa,0,1,0,0,0,0,0,0,0,0,0,0
Tukang pancing,58,Ditu laut makejang pada nyumbah I Aget tur makejang ngidih urip tekening ia ring genah punika.,0,0,0,0,0,0,0,0,1,0,1,0
Kidang tekén Cekcek,24, Keto parembugne I Cekcek,0,0,0,0,0,0,0,0,0,0,0,0
Arjuna Nangun Tapa,12,"Ring semeng punika, Sadurung widiadarine pitung diri punika mamargi dane tangkil dumun ring Sang Hyang Indra nunas panugrahan miwah pawisik",0,0,0,0,0,0,0,0,1,0,0,0
I Lutung Nayanin Pekak Dukuh,20, Yen Iba bakal nganten ngajak ia sinah tusing pantes sawireh goban ibane jelek kembang lece bawak buin mapepelan,0,1,0,0,0,0,0,0,0,0,0,0
Galuh Pitu,7, Sedek dina anu biang Raden Galuh makayunan ngaryanin laklak,0,0,0,0,0,0,0,0,0,0,0,0
I Cicing Gudig,1,Nah ada kone tuturan satua I Cicing Gudig,0,0,0,0,0,0,0,0,0,0,0,0
Tukang pancing,35, Ditu lantas ia makeneh ngintip apang tawanga pasajane pesan nyen ke anake luh ento dewa apa manusa,0,0,0,0,0,0,0,0,0,0,0,0
Tukang pancing,39, Tusing makelo ia nongos ditu ajinanga kaangne pesu andus makelo-kelo nyansan ngedenang dogen lepukan anduse ento nyansan suba mapindan manusa,0,0,0,0,0,0,0,0,0,0,0,0
Siap Sangkur Metaluh Mas,141, Apa bakatanga Tuah tai temblek,0,0,0,0,0,0,0,0,0,0,0,0
Sang Aji Saka,11, Sampun landuh jagate ring Majeti metu raris kayun Sang Aji Saka pacang ngelimbakang ngicenin kaweruhan kajagat lianan wantah jagat belat Negara mawasta jagat medang kemulan,1,0,0,0,0,0,0,0,0,0,0,0
Bhagawan Domia,46, Getah don madorine ane panes ento nyusup di panyingakan Sang Utamaniune tur ngranang ida wuta,0,1,0,0,0,0,0,0,0,0,0,0
Kambing Takutin Macan,20, I Macan lantas malaib,0,0,0,0,0,0,0,0,0,0,0,0
I Kecut,3, Kacaritaang I kecut sedeng metekap di umane,0,0,0,0,0,0,1,0,0,0,0,0
Pan Poleng,20, Mekesiab Men Poleng ngajinang isin sokasine ngomong lantas iya Pan Poleng anggo ape ngbe kene-kene mesaut lantas Pan Poleng mendep dogen ento lakar ubuhin tiang,0,0,0,0,0,0,0,0,0,0,0,0
Sampik Ingtai,19, Risedek sedeng kaulangunan muponing sarining sekar karasmen durung waneh I Babah Sampik muponin salulut asih raris rauh utusan Ni Nyonyah Ingtai sane mawasta I Congliwat mangda Ni Nyonyah mantuk ka Waciu Negari,1,0,0,0,1,0,1,0,0,0,0,0
Bojog Jegég,35, Pamuputne sunaran barak makerab ento ilang,0,0,0,0,0,0,0,0,0,0,0,0
Semut perang tanding,28, Da ja kalah sapih ia tusing nyak,0,0,0,0,0,0,0,0,0,0,0,0
Angsa tekén Kerkuak,40, Madaya I Kerkuak nunden I Angsa tuun ngalih be sik kolamne Pan Berag we Angsa cai dueg ngelangi kemu tuun juk bene di kolame,0,0,0,1,0,0,0,0,0,1,0,0
Bé Bano,51, Mara tawanga asan kuah banone jaen gati ditu ia makaukan sada ngejer munyinne,0,0,0,0,0,0,0,0,0,0,0,0
Beras Kuning,55, Ngabar-abar keberane duur bukite,0,0,0,0,0,0,0,0,0,0,0,0
I Lutung Maborbor,54, Eda malaib cai Tung,0,0,0,1,0,0,0,0,0,0,0,0
I Belog Kadéna Jaruh,57, Kema memene maekin lantas matakon Wih Cai Belog nak ngudiang Cai nyangkutin bangke,0,0,0,0,0,0,0,0,0,0,0,0
Sang Lanjana,38, Dening karasa Sang Lanjana nu ba duuran laut Sang Muun ngietang makeber negehang,0,0,0,0,0,0,0,0,0,0,0,0
I Gedé Basur,43, Makeber nganggar klewang,0,0,0,0,0,0,0,1,0,1,0,0
Angsa tekén Kerkuak,24,Masaut lantas I Kerkuak yiihhh ngudiang bene telah ilang nyen ja ngamah ne bisa ada cicing mai dibi petengne iya mirib ngamah bene onyangan ring genah punika.,0,0,0,0,0,1,0,0,0,0,0,0
Tukang pancing,60, Jani sawireh tusing ada Agung buin di desane ento I Aget lantas jenenganga agung teken para panjakne makejang,0,0,1,0,1,0,0,0,0,0,1,0
Sampi Wadak,125, Deriki-derikian telas sampun woh-wohane,0,0,0,0,0,0,0,0,0,0,0,0
Ni Bawang lan Ni Kesuna,13, Ni Kesuna anak bobab male megae duweg pesan ngae pisuna ento makrana memene stata ngugu pisadun Ni Kesuna ane ngorahang Ni Bawang ngumbang di tukade ngenemin anak truna,0,0,0,0,0,0,0,0,0,1,0,0
Pan Poleng,44, Pan Polenge totonan bange buungkung len tekening pandene,0,0,0,0,0,0,0,0,0,0,0,0
I Sampi masuwitra ajak Goak,39, Matan caine mirib misi virus icang jejeh cucuke kena virus saut I Perit,0,1,0,0,0,0,0,0,0,0,0,0
Pan Tuung Kuning tekén Mén Tuung Kuning,35, Masaur okane puniki sampun i biang Aji cening aji tusing pesan inget teken biange,0,0,0,0,0,0,0,0,0,0,0,0
Yuyu Misi Enjekan Kebo Ditunduné,46,Mirib ne pula paduman wakene maan nganten ngajak anak luh jegeg,0,0,1,0,0,0,0,0,0,0,0,0
